ID,Address,Price €,Rooms,Size m2,Floor,Lift,Links,Date_Scraped,Price_m2,Type,Neighborhood,City
90331765,"Ático en calle del Correu Vell, El Gòtic, Barcelona",770000,2,101,Planta 4 exterior,Con ascensor,https://www.idealista.com/inmueble/90331765/,2023-06-11 19:14:07.043491,7623.76,Ático,El Gòtic,Barcelona
101618289,"Piso en calle de Montsió, El Gòtic, Barcelona",575000,2,102,Planta 3 exterior,Sin ascensor,https://www.idealista.com/inmueble/101618289/,2023-06-11 19:14:07.043491,5637.25,Piso,El Gòtic,Barcelona
100229641,"Piso en calle de Josep Anselm Clavé, El Gòtic, Barcelona",840000,4,176,Planta 4 exterior,Con ascensor,https://www.idealista.com/inmueble/100229641/,2023-06-11 19:14:07.043491,4772.73,Piso,El Gòtic,Barcelona
100322280,"Piso en calle Gíriti, Sant Pere - Santa Caterina i la Ribera, Barcelona",550000,2,86,Planta 3 exterior,Con ascensor,https://www.idealista.com/inmueble/100322280/,2023-06-11 19:14:07.043491,6395.35,Piso,Sant Pere - Santa Caterina i la Ribera,Barcelona
100095920,"Ático en calle de la Canuda, El Gòtic, Barcelona",549000,2,95,Planta 5 exterior,Con ascensor,https://www.idealista.com/inmueble/100095920/,2023-06-11 19:14:07.043491,5778.95,Ático,El Gòtic,Barcelona
99837951,"Piso en calle d'Avinyó, El Gòtic, Barcelona",1450000,5,228,Planta 1 exterior,Con ascensor,https://www.idealista.com/inmueble/99837951/,2023-06-11 19:14:07.043491,6359.65,Piso,El Gòtic,Barcelona
98840562,"Piso en calle de la Ribera, Sant Pere - Santa Caterina i la Ribera, Barcelona",1100000,2,125,Planta 1 exterior,Sin ascensor,https://www.idealista.com/inmueble/98840562/,2023-06-11 19:14:07.043491,8800.0,Piso,Sant Pere - Santa Caterina i la Ribera,Barcelona
100824251,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",469000,3,94,Planta 3 exterior,Con ascensor,https://www.idealista.com/inmueble/100824251/,2023-06-11 19:14:07.043491,4989.36,Piso,Sant Pere - Santa Caterina i la Ribera,Barcelona
101352720,"Ático en Sant Pere - Santa Caterina i la Ribera, Barcelona",850000,3,135,Planta 2 exterior,Sin ascensor,https://www.idealista.com/inmueble/101352720/,2023-06-11 19:14:07.043491,6296.3,Ático,Sant Pere - Santa Caterina i la Ribera,Barcelona
101127926,"Piso en El Gòtic, Barcelona",895000,3,161,Planta 1 exterior,Con ascensor,https://www.idealista.com/inmueble/101127926/,2023-06-11 19:14:07.043491,5559.01,Piso,El Gòtic,Barcelona
