ID,Address,Price €,Rooms,Size m2,Floor,Lift,Links,Date_Scraped,Price_m2,Type,Neighborhood,City
97775102,"Piso en La Prosperitat, Barcelona",219900,3,95,Planta 1 exterior,Con ascensor,https://www.idealista.com/inmueble/97775102/,2023-06-11 19:43:55.763279,2314.74,Piso,La Prosperitat,Barcelona
100535057,"Chalet pareado en La Prosperitat, Barcelona",325000,5,170,N/A,N/A,https://www.idealista.com/inmueble/100535057/,2023-06-11 19:43:55.763279,1911.76,Chalet pareado,La Prosperitat,Barcelona
97473261,"Piso en La Prosperitat, Barcelona",209900,3,129,Bajo interior,Con ascensor,https://www.idealista.com/inmueble/97473261/,2023-06-11 19:43:55.763279,1627.13,Piso,La Prosperitat,Barcelona
96921468,"Ático en La Prosperitat, Barcelona",157000,2,67,Planta 4 exterior,Con ascensor,https://www.idealista.com/inmueble/96921468/,2023-06-11 19:43:55.763279,2343.28,Ático,La Prosperitat,Barcelona
101338027,"Piso en Vilapicina i la Torre Llobeta, Barcelona",252000,3,76,,Con ascensor,https://www.idealista.com/inmueble/101338027/,2023-06-11 19:43:55.763279,3315.79,Piso,Vilapicina i la Torre Llobeta,Barcelona
100616464,"Piso en calle de Bunyola, Porta, Barcelona",220000,4,78,Planta 3 exterior,Con ascensor,https://www.idealista.com/inmueble/100616464/,2023-06-11 19:43:55.763279,2820.51,Piso,Porta,Barcelona
100632042,"Ático en calle d'Emili Roca, Porta, Barcelona",315000,3,90,Planta 4 exterior,Con ascensor,https://www.idealista.com/inmueble/100632042/,2023-06-11 19:43:55.763279,3500.0,Ático,Porta,Barcelona
101141718,"Piso en Les Roquetes, Barcelona",138000,3,65,Planta 1 interior,Sin ascensor,https://www.idealista.com/inmueble/101141718/,2023-06-11 19:43:55.763279,2123.08,Piso,Les Roquetes,Barcelona
101187620,"Piso en calle del Vesuvi, La Prosperitat, Barcelona",225000,4,82,Planta 3 exterior,Con ascensor,https://www.idealista.com/inmueble/101187620/,2023-06-11 19:43:55.763279,2743.9,Piso,La Prosperitat,Barcelona
100766587,"Piso en Can Peguera - El Turó de la Peira, Barcelona",190000,3,60,Entreplanta exterior,Con ascensor,https://www.idealista.com/inmueble/100766587/,2023-06-11 19:43:55.763279,3166.67,Piso,Can Peguera - El Turó de la Peira,Barcelona
