ID,Address,Price €,Rooms,Size m2,Floor,Lift,Links,Date_Scraped,Price_m2,Type,Neighborhood,City
101604271,"Chalet adosado en El Parc i la Llacuna del Poblenou, Barcelona",990000,3,136,N/A,N/A,https://www.idealista.com/inmueble/101604271/,2023-06-12 17:39:36.578510,7279.41,Chalet adosado,El Parc i la Llacuna del Poblenou,Barcelona
101582002,"Piso en El Poblenou, Barcelona",340000,3,62,Planta 1 exterior,Con ascensor,https://www.idealista.com/inmueble/101582002/,2023-06-12 17:39:36.578510,5483.87,Piso,El Poblenou,Barcelona
100539359,"Piso en El Poblenou, Barcelona",595000,4,106,Planta 3 exterior,Con ascensor,https://www.idealista.com/inmueble/100539359/,2023-06-12 17:39:36.578510,5613.21,Piso,El Poblenou,Barcelona
100678165,"Piso en El Camp de l'Arpa del Clot, Barcelona",90000,1,45,Bajo interior,Con ascensor,https://www.idealista.com/inmueble/100678165/,2023-06-12 17:39:36.578510,2000.0,Piso,El Camp de l'Arpa del Clot,Barcelona
101043348,"Piso en La Vila Olímpica del Poblenou, Barcelona",699000,3,154,Planta 1 exterior,Con ascensor,https://www.idealista.com/inmueble/101043348/,2023-06-12 17:39:36.578510,4538.96,Piso,La Vila Olímpica del Poblenou,Barcelona
100411337,"Chalet pareado en La Vila Olímpica del Poblenou, Barcelona",630000,2,120,N/A,N/A,https://www.idealista.com/inmueble/100411337/,2023-06-12 17:39:36.578510,5250.0,Chalet pareado,La Vila Olímpica del Poblenou,Barcelona
98734186,"Piso en calle de Mallorca, El Camp de l'Arpa del Clot, Barcelona",265000,2,78,Entreplanta exterior,Con ascensor,https://www.idealista.com/inmueble/98734186/,2023-06-12 17:39:36.578510,3397.44,Piso,El Camp de l'Arpa del Clot,Barcelona
101466105,"Piso en paseo Taulat, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",1100000,3,128,Planta 12 exterior,Con ascensor,https://www.idealista.com/inmueble/101466105/,2023-06-12 17:39:36.578510,8593.75,Piso,Diagonal Mar i el Front Marítim del Poblenou,Barcelona
93452708,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona",1300000,3,125,Planta 16 exterior,Con ascensor,https://www.idealista.com/inmueble/93452708/,2023-06-12 17:39:36.578510,10400.0,Piso,Diagonal Mar i el Front Marítim del Poblenou,Barcelona
100333236,"Ático en El Camp de l'Arpa del Clot, Barcelona",985000,8,195,Planta 8 exterior,Con ascensor,https://www.idealista.com/inmueble/100333236/,2023-06-12 17:39:36.578510,5051.28,Ático,El Camp de l'Arpa del Clot,Barcelona
99870916,"Piso en La Vila Olímpica del Poblenou, Barcelona",860000,4,156,Planta 2 exterior,Con ascensor,https://www.idealista.com/inmueble/99870916/,2023-06-12 17:39:36.578510,5512.82,Piso,La Vila Olímpica del Poblenou,Barcelona
101582349,"Ático en calle pujades, El Besòs, Barcelona",280000,3,76,Planta 7 exterior,Con ascensor,https://www.idealista.com/inmueble/101582349/,2023-06-12 17:39:36.578510,3684.21,Ático,El Besòs,Barcelona
101554464,"Piso en calle Llull, El Besòs, Barcelona",330000,4,89,Planta 6 exterior,Con ascensor,https://www.idealista.com/inmueble/101554464/,2023-06-12 17:39:36.578510,3707.87,Piso,El Besòs,Barcelona
100900595,"Piso en calle de la Llacuna, El Parc i la Llacuna del Poblenou, Barcelona",620000,3,101,Planta 7 exterior,Con ascensor,https://www.idealista.com/inmueble/100900595/,2023-06-12 17:39:36.578510,6138.61,Piso,El Parc i la Llacuna del Poblenou,Barcelona
92782935,"Ático en El Poblenou, Barcelona",1900000,2,152,Planta 14 exterior,Con ascensor,https://www.idealista.com/inmueble/92782935/,2023-06-12 17:39:36.578510,12500.0,Ático,El Poblenou,Barcelona
101379353,"Piso en calle de la Corunya, El Camp de l'Arpa del Clot, Barcelona",315000,3,97,Bajo exterior,Con ascensor,https://www.idealista.com/inmueble/101379353/,2023-06-12 17:39:36.578510,3247.42,Piso,El Camp de l'Arpa del Clot,Barcelona
101572115,"Piso en calle d'Àvila, La Vila Olímpica del Poblenou, Barcelona",375000,2,72,Planta 1 exterior,Sin ascensor,https://www.idealista.com/inmueble/101572115/,2023-06-12 17:39:36.578510,5208.33,Piso,La Vila Olímpica del Poblenou,Barcelona
101699333,"Chalet adosado en rambla del Poblenou, Provençals del Poblenou, Barcelona",379999,3,200,N/A,N/A,https://www.idealista.com/inmueble/101699333/,2023-06-12 17:39:36.578510,1900.0,Chalet adosado,Provençals del Poblenou,Barcelona
98917344,"Piso en paseo de garcia faria, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",645000,2,76,Planta 3 exterior,Con ascensor,https://www.idealista.com/inmueble/98917344/,2023-06-12 17:39:36.578510,8486.84,Piso,Diagonal Mar i el Front Marítim del Poblenou,Barcelona
101356738,"Piso en calle de Lope de Vega, El Poblenou, Barcelona",295000,3,63,Planta 2 exterior,Sin ascensor,https://www.idealista.com/inmueble/101356738/,2023-06-12 17:39:36.578510,4682.54,Piso,El Poblenou,Barcelona
100786448,"Piso en calle de Ramon Turró, La Vila Olímpica del Poblenou, Barcelona",735000,4,139,Planta 1 exterior,Con ascensor,https://www.idealista.com/inmueble/100786448/,2023-06-12 17:39:36.578510,5287.77,Piso,La Vila Olímpica del Poblenou,Barcelona
98265133,"Piso en La Vila Olímpica del Poblenou, Barcelona",550000,1,72,Planta 3 exterior,Con ascensor,https://www.idealista.com/inmueble/98265133/,2023-06-12 17:39:36.578510,7638.89,Piso,La Vila Olímpica del Poblenou,Barcelona
100213427,"Piso en calle Llull 350, s/n, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",1151000,4,220,Planta 9 exterior,Con ascensor,https://www.idealista.com/inmueble/100213427/,2023-06-12 17:39:36.578510,5231.82,Piso,Diagonal Mar i el Front Marítim del Poblenou,Barcelona
99248256,"Piso en paseo de Garcia Fària, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",1890000,5,285,Planta 16 exterior,Con ascensor,https://www.idealista.com/inmueble/99248256/,2023-06-12 17:39:36.578510,6631.58,Piso,Diagonal Mar i el Front Marítim del Poblenou,Barcelona
101324408,"Piso en calle de Mallorca, El Clot, Barcelona",299000,3,98,Planta 6 exterior,Con ascensor,https://www.idealista.com/inmueble/101324408/,2023-06-12 17:39:36.578510,3051.02,Piso,El Clot,Barcelona
