ID,Address,Price €,Rooms,Size m2,Floor,Lift,Links,Date_Scraped,Price_m2,Type,Neighborhood,City
100686482,"Dúplex en calle D'Abdó Terradas, Vila de Gràcia, Barcelona",749700,3,147,Bajo exterior,Con ascensor,https://www.idealista.com/inmueble/100686482/,2023-06-11 19:23:34.450422,5100.0,Dúplex,Vila de Gràcia,Barcelona
100507504,"Piso en calle Gran de Gràcia, Vila de Gràcia, Barcelona",740000,2,97,Planta 1 interior,Con ascensor,https://www.idealista.com/inmueble/100507504/,2023-06-11 19:23:34.450422,7628.87,Piso,Vila de Gràcia,Barcelona
99807072,"Dúplex en Vila de Gràcia, Barcelona",599000,3,155,exterior,Con ascensor,https://www.idealista.com/inmueble/99807072/,2023-06-11 19:23:34.450422,3864.52,Dúplex,Vila de Gràcia,Barcelona
97833563,"Casa o chalet independiente en Vallcarca i els Penitents, Barcelona",1390000,5,335,N/A,N/A,https://www.idealista.com/inmueble/97833563/,2023-06-11 19:23:34.450422,4149.25,Casa o chalet independiente,Vallcarca i els Penitents,Barcelona
94216876,"Piso en Vila de Gràcia, Barcelona",1500000,5,210,Planta 3 exterior,Sin ascensor,https://www.idealista.com/inmueble/94216876/,2023-06-11 19:23:34.450422,7142.86,Piso,Vila de Gràcia,Barcelona
98659715,"Torre en calle de la Palma de Sant Genís, Vallcarca i els Penitents, Barcelona",1390000,5,321,N/A,N/A,https://www.idealista.com/inmueble/98659715/,2023-06-11 19:23:34.450422,4330.22,Torre,Vallcarca i els Penitents,Barcelona
101398822,"Piso en calle de Larrard, La Salut, Barcelona",275000,2,61,Planta 2 exterior,Con ascensor,https://www.idealista.com/inmueble/101398822/,2023-06-11 19:23:34.450422,4508.2,Piso,La Salut,Barcelona
98598127,"Casa o chalet independiente en calle del Topazi, Vila de Gràcia, Barcelona",1450000,5,408,N/A,N/A,https://www.idealista.com/inmueble/98598127/,2023-06-11 19:23:34.450422,3553.92,Casa o chalet independiente,Vila de Gràcia,Barcelona
101172017,"Piso en Vila de Gràcia, Barcelona",465000,4,80,Planta 3 interior,Con ascensor,https://www.idealista.com/inmueble/101172017/,2023-06-11 19:23:34.450422,5812.5,Piso,Vila de Gràcia,Barcelona
101583509,"Piso en Vila de Gràcia, Barcelona",749700,4,147,Bajo exterior,Sin ascensor,https://www.idealista.com/inmueble/101583509/,2023-06-11 19:23:34.450422,5100.0,Piso,Vila de Gràcia,Barcelona
99681829,"Piso en calle de la Legalitat, El Camp d'En Grassot i Gràcia Nova, Barcelona",382500,3,70,Planta 2 exterior,Con ascensor,https://www.idealista.com/inmueble/99681829/,2023-06-11 19:23:34.450422,5464.29,Piso,El Camp d'En Grassot i Gràcia Nova,Barcelona
99017550,"Ático en avenida de la Mare de Déu de Montserrat, La Salut, Barcelona",460000,4,99,Planta 6 exterior,Con ascensor,https://www.idealista.com/inmueble/99017550/,2023-06-11 19:23:34.450422,4646.46,Ático,La Salut,Barcelona
100335993,"Piso en calle de Santa Clotilde, Vila de Gràcia, Barcelona",365000,3,84,Planta 1 exterior,Con ascensor,https://www.idealista.com/inmueble/100335993/,2023-06-11 19:23:34.450422,4345.24,Piso,Vila de Gràcia,Barcelona
100809439,"Ático en La Salut, Barcelona",599000,3,105,Planta 6 exterior,Con ascensor,https://www.idealista.com/inmueble/100809439/,2023-06-11 19:23:34.450422,5704.76,Ático,La Salut,Barcelona
99993977,"Ático en via Augusta, Vila de Gràcia, Barcelona",1850000,5,338,Planta 7 exterior,Con ascensor,https://www.idealista.com/inmueble/99993977/,2023-06-11 19:23:34.450422,5473.37,Ático,Vila de Gràcia,Barcelona
95002536,"Chalet adosado en La Salut, Barcelona",1195000,2,212,N/A,N/A,https://www.idealista.com/inmueble/95002536/,2023-06-11 19:23:34.450422,5636.79,Chalet adosado,La Salut,Barcelona
99306364,"Piso en calle de Vic, Vila de Gràcia, Barcelona",329000,2,70,Bajo exterior,Sin ascensor,https://www.idealista.com/inmueble/99306364/,2023-06-11 19:23:34.450422,4700.0,Piso,Vila de Gràcia,Barcelona
